program,searcher,CovI,States,Queries,SolverTime_us,WallTime_s,CompletedPaths,NumBranches
train_02105,random-path,935,1,6886,18884,54092.0,0,115
train_02120,bfs,1129,49,3867116,4372345,10032161.0,0,126
train_02120,dfs,1083,33,5633945,1882258,10025478.0,0,126
train_02120,nurs_covnew,1057,1698,536288,8001524,10886945.0,0,126
train_02120,nurs_md2u,1057,1695,529758,7996830,10881348.0,0,126
train_02120,nurs_qc,1057,1201,231685,8742169,10548115.0,0,126
train_02120,random-path,1129,283,3354106,4099972,10093085.0,0,126
train_02136,bfs,973,5,6972,54475,126442.0,0,188
train_02136,dfs,973,5,6972,52021,124903.0,0,188
train_02136,nurs_covnew,973,5,6972,52433,126413.0,0,188
train_02136,nurs_md2u,973,5,6972,56100,130849.0,0,188
train_02136,nurs_qc,973,5,6972,53147,127716.0,0,188
train_02136,random-path,973,5,6972,54648,126746.0,0,188
train_02149,bfs,1005,2,6970,18091,57165.0,0,116
train_02149,dfs,1005,2,6970,18171,56945.0,0,116
train_02149,nurs_covnew,1005,2,6970,18791,59668.0,0,116
train_02149,nurs_md2u,1005,2,6970,17982,58481.0,0,116
train_02149,nurs_qc,1005,2,6970,19966,60067.0,0,116
train_02149,random-path,1005,2,6970,18023,57343.0,0,116
train_02165,bfs,1006,62,10134,97951,149414.0,0,117
train_02165,dfs,1006,62,10134,104032,156110.0,0,117
train_02165,nurs_covnew,1006,62,10134,103729,156193.0,0,117
train_02165,nurs_md2u,1006,62,10134,97088,149703.0,0,117
train_02165,nurs_qc,1006,62,10134,98249,149961.0,0,117
train_02165,random-path,1006,62,10134,98009,148574.0,0,117
train_02274,bfs,937,1,6886,10475,45822.0,0,179
train_02274,dfs,937,1,6886,12125,46783.0,0,179
train_02274,nurs_covnew,937,1,6886,13095,49595.0,0,179
train_02274,nurs_md2u,937,1,6886,12217,48984.0,0,179
train_02274,nurs_qc,937,1,6886,11869,48266.0,0,179
train_02274,random-path,937,1,6886,12801,46704.0,0,179
train_02335,bfs,943,1,6888,14722,49251.0,0,190
train_02335,dfs,943,1,6888,11737,46234.0,0,190
train_02335,nurs_covnew,943,1,6888,11846,48752.0,0,190
train_02335,nurs_md2u,943,1,6888,14033,50900.0,0,190
train_02335,nurs_qc,943,1,6888,11396,48799.0,0,190
train_02335,random-path,943,1,6888,13848,48263.0,0,190
train_02345,bfs,981,1,6923,14010,49879.0,0,116
train_02345,dfs,981,1,6923,14550,50832.0,0,116
train_02345,nurs_covnew,981,1,6923,14119,51262.0,0,116
train_02345,nurs_md2u,981,1,6923,15636,53067.0,0,116
train_02345,nurs_qc,981,1,6923,14734,51684.0,0,116
train_02345,random-path,981,1,6923,14103,50205.0,0,116
train_02421,bfs,944,1,6886,11790,50810.0,0,133
train_02421,dfs,944,1,6886,11737,50411.0,0,133
train_02421,nurs_covnew,944,1,6886,11232,52397.0,0,133
train_02421,nurs_md2u,944,1,6886,12033,53792.0,0,133
train_02421,nurs_qc,944,1,6886,12116,52496.0,0,133
train_02421,random-path,944,1,6886,11371,50262.0,0,133
train_02429,bfs,1135,5,7967,285760,328247.0,0,131
train_02429,dfs,1135,5,7967,299123,341376.0,0,131
train_02429,nurs_covnew,1135,5,7967,281717,326853.0,0,131
train_02429,nurs_md2u,1135,5,7967,291940,337367.0,0,131
train_02429,nurs_qc,1135,5,7967,287894,332724.0,0,131
train_02429,random-path,1135,5,7967,286097,330080.0,0,131
train_02435,bfs,1105,2,7033,33289,644358.0,0,129
train_02435,dfs,1105,2,7033,34633,646480.0,0,129
train_02435,nurs_covnew,1105,2,7033,34485,643299.0,0,129
train_02435,nurs_md2u,1105,2,7033,32719,643736.0,0,129
train_02435,nurs_qc,1105,2,7033,34846,642585.0,0,129
train_02435,random-path,1105,2,7033,33391,640438.0,0,129
train_02441,bfs,945,1,6886,11178,47930.0,0,121
train_02441,dfs,945,1,6886,11125,54868.0,0,121
train_02441,nurs_covnew,945,1,6886,13584,52846.0,0,121
train_02441,nurs_md2u,945,1,6886,12617,51373.0,0,121
train_02441,nurs_qc,945,1,6886,10391,48552.0,0,121
train_02441,random-path,945,1,6886,11131,48549.0,0,121
train_02527,bfs,992,1,1606975,14767,2139209.0,0,120
train_02527,dfs,992,1,1606975,13144,2239886.0,0,120
train_02527,nurs_covnew,992,1,1606975,14691,2230523.0,0,120
train_02527,nurs_md2u,992,1,1606975,13624,2275757.0,0,120
train_02527,nurs_qc,992,1,1606975,16237,2239957.0,0,120
train_02527,random-path,992,1,1606975,14905,2245703.0,0,120
train_02558,bfs,1378,20,7539,345728,389358.0,0,177
train_02558,dfs,1378,20,7539,339582,382913.0,0,177
train_02558,nurs_covnew,1378,20,7539,341530,389147.0,0,177
train_02558,nurs_md2u,1378,20,7539,332222,377760.0,0,177
train_02558,nurs_qc,1378,20,7539,350163,397590.0,0,177
train_02558,random-path,1378,20,7539,334506,377673.0,0,177
train_02612,bfs,956,1,6888,12721,77758.0,0,187
train_02612,dfs,956,1,6888,12290,77314.0,0,187
train_02612,nurs_covnew,956,1,6888,12949,80433.0,0,187
train_02612,nurs_md2u,956,1,6888,13121,80319.0,0,187
train_02612,nurs_qc,956,1,6888,15464,82225.0,0,187
train_02612,random-path,956,1,6888,14440,79409.0,0,187
train_02622,bfs,1243,5,7301,51530,94013.0,0,148
train_02622,dfs,1243,5,7301,48257,92881.0,0,148
train_02622,nurs_covnew,1243,5,7301,47443,92959.0,0,148
train_02622,nurs_md2u,1243,5,7301,47541,92334.0,0,148
train_02622,nurs_qc,1243,5,7301,53046,97609.0,0,148
train_02622,random-path,1243,5,7301,48290,91567.0,0,148
train_02647,bfs,965,5249,28021,11256768,13392588.0,0,119
train_02647,dfs,998,248,8918,10587362,10941895.0,0,119
train_02647,nurs_covnew,971,4878,31922,11503058,13672026.0,0,119
train_02647,nurs_md2u,970,3612,24202,10757718,12421563.0,0,119
train_02647,nurs_qc,972,4803,31796,11701612,13847661.0,0,119
train_02647,random-path,987,828,10312,12705823,13079955.0,0,119
train_02750,bfs,955,2,6902,28735,63374.0,0,120
train_02750,dfs,955,2,6902,34246,68553.0,0,120
train_02750,nurs_covnew,955,2,6902,29313,65967.0,0,120
train_02750,nurs_md2u,955,2,6902,28714,64713.0,0,120
train_02750,nurs_qc,955,2,6902,28255,64625.0,0,120
train_02750,random-path,955,2,6902,28446,63632.0,0,120
train_02762,bfs,945,1,7041,15098,51377.0,0,140
train_02762,dfs,945,1,7041,14989,51238.0,0,140
train_02762,nurs_covnew,945,1,7041,14983,53864.0,0,140
train_02762,nurs_md2u,945,1,7041,15296,53554.0,0,140
train_02762,nurs_qc,945,1,7041,15136,53160.0,0,140
train_02762,random-path,945,1,7041,15024,51944.0,0,140
train_02764,bfs,0,0,0,0,943.0,0,118
train_02764,dfs,0,0,0,0,915.0,0,118
train_02764,nurs_covnew,0,0,0,0,935.0,0,118
train_02764,nurs_md2u,0,0,0,0,939.0,0,118
train_02764,nurs_qc,0,0,0,0,919.0,0,118
train_02764,random-path,0,0,0,0,938.0,0,118
train_02771,bfs,1065,5,8161,49494,651512.0,0,121
train_02771,dfs,1065,5,8161,53782,618883.0,0,121
train_02771,nurs_covnew,1065,5,8161,54756,691330.0,0,121
train_02771,nurs_md2u,1065,5,8161,54063,683431.0,0,121
train_02771,nurs_qc,1065,5,8161,54226,684296.0,0,121
train_02771,random-path,1065,5,8161,55867,678186.0,0,121
train_02902,bfs,945,1,6887,12879,47511.0,0,122
train_02902,dfs,945,1,6887,11502,45402.0,0,122
train_02902,nurs_covnew,945,1,6887,11369,47062.0,0,122
train_02902,nurs_md2u,945,1,6887,11549,47124.0,0,122
train_02902,nurs_qc,945,1,6887,11856,47721.0,0,122
train_02902,random-path,945,1,6887,11944,45900.0,0,122
train_02943,bfs,942,1,6886,25774,617855.0,0,128
train_02943,dfs,942,1,6886,28311,617519.0,0,128
train_02943,nurs_covnew,942,1,6886,25664,613494.0,0,128
train_02943,nurs_md2u,942,1,6886,26348,616490.0,0,128
train_02943,nurs_qc,942,1,6886,27017,615940.0,0,128
train_02943,random-path,942,1,6886,26681,614848.0,0,128
train_02945,bfs,943,1,6886,11813,46072.0,0,122
train_02945,dfs,943,1,6886,11006,45871.0,0,122
train_02945,nurs_covnew,943,1,6886,11369,47987.0,0,122
train_02945,nurs_md2u,943,1,6886,11496,47568.0,0,122
train_02945,nurs_qc,943,1,6886,14001,50473.0,0,122
train_02945,random-path,943,1,6886,11755,46881.0,0,122
train_02973,bfs,945,1,6886,31816,907771.0,0,146
train_02973,dfs,945,1,6886,32615,905690.0,0,146
train_02973,nurs_covnew,945,1,6886,35006,912838.0,0,146
train_02973,nurs_md2u,945,1,6886,33556,910105.0,0,146
train_02973,nurs_qc,945,1,6886,32171,907441.0,0,146
train_02973,random-path,945,1,6886,39539,916151.0,0,146
train_03006,bfs,1172,5,7499,39672,83825.0,0,117
train_03006,dfs,1172,5,7499,40157,84195.0,0,117
train_03006,nurs_covnew,1172,5,7499,43502,89575.0,0,117
train_03006,nurs_md2u,1172,5,7499,36681,82467.0,0,117
train_03006,nurs_qc,1172,5,7499,36235,81826.0,0,117
train_03006,random-path,1172,5,7499,39245,83506.0,0,117
train_03058,bfs,946,1,6886,11615,45519.0,0,120
train_03058,dfs,946,1,6886,11382,45329.0,0,120
train_03058,nurs_covnew,946,1,6886,11066,46368.0,0,120
train_03058,nurs_md2u,946,1,6886,11359,46493.0,0,120
train_03058,nurs_qc,946,1,6886,11778,47382.0,0,120
train_03058,random-path,946,1,6886,11744,45743.0,0,120
train_03108,bfs,939,1,6892,29659,64174.0,0,115
train_03108,dfs,939,1,6892,29391,63921.0,0,115
train_03108,nurs_covnew,939,1,6892,30129,65538.0,0,115
train_03108,nurs_md2u,939,1,6892,28672,64131.0,0,115
train_03108,nurs_qc,939,1,6892,29541,64514.0,0,115
train_03108,random-path,939,1,6892,32666,66489.0,0,115
train_03142,bfs,938,1,6886,21516,387747.0,0,124
train_03142,dfs,938,1,6886,21901,389364.0,0,124
train_03142,nurs_covnew,938,1,6886,21641,389762.0,0,124
train_03142,nurs_md2u,938,1,6886,20793,390398.0,0,124
train_03142,nurs_qc,938,1,6886,21677,391621.0,0,124
train_03142,random-path,938,1,6886,21373,387634.0,0,124
train_03275,bfs,939,1,6886,10967,44880.0,0,116
train_03275,dfs,939,1,6886,11481,45415.0,0,116
train_03275,nurs_covnew,939,1,6886,11644,46865.0,0,116
train_03275,nurs_md2u,939,1,6886,12053,47483.0,0,116
train_03275,nurs_qc,939,1,6886,11538,47382.0,0,116
train_03275,random-path,939,1,6886,11362,45234.0,0,116
train_03311,bfs,951,1,6892,11775,47866.0,0,119
train_03311,dfs,951,1,6892,12700,48379.0,0,119
train_03311,nurs_covnew,951,1,6892,12264,49724.0,0,119
train_03311,nurs_md2u,951,1,6892,11579,48442.0,0,119
train_03311,nurs_qc,951,1,6892,11778,48208.0,0,119
train_03311,random-path,951,1,6892,11777,47395.0,0,119
train_03312,bfs,934,1,6886,32092,906406.0,0,125
train_03312,dfs,934,1,6886,34651,906580.0,0,125
train_03312,nurs_covnew,934,1,6886,34918,907856.0,0,125
train_03312,nurs_md2u,934,1,6886,34560,909933.0,0,125
train_03312,nurs_qc,934,1,6886,32341,912956.0,0,125
train_03312,random-path,934,1,6886,32736,906215.0,0,125
train_03377,bfs,942,1,6886,11304,52724.0,0,136
train_03377,dfs,942,1,6886,11145,52959.0,0,136
train_03377,nurs_covnew,942,1,6886,12347,56756.0,0,136
train_03377,nurs_md2u,942,1,6886,10577,54709.0,0,136
train_03377,nurs_qc,942,1,6886,11466,55397.0,0,136
train_03377,random-path,942,1,6886,12527,54192.0,0,136
train_03392,bfs,949,1,6895,19249,55076.0,0,354
train_03392,dfs,949,1,6895,23343,58687.0,0,354
train_03392,nurs_covnew,949,1,6895,20853,61174.0,0,354
train_03392,nurs_md2u,949,1,6895,19919,60309.0,0,354
train_03392,nurs_qc,949,1,6895,19730,60820.0,0,354
train_03392,random-path,949,1,6895,19459,55500.0,0,354
train_03470,bfs,923,1,7088,0,33435.0,0,115
train_03470,dfs,923,1,7088,0,33927.0,0,115
train_03470,nurs_covnew,923,1,7088,0,35620.0,0,115
train_03470,nurs_md2u,923,1,7088,0,35127.0,0,115
train_03470,nurs_qc,923,1,7088,0,35248.0,0,115
train_03470,random-path,923,1,7088,0,33522.0,0,115
train_03518,bfs,980,1,6925,15040,50690.0,0,115
train_03518,dfs,980,1,6925,15297,51248.0,0,115
train_03518,nurs_covnew,980,1,6925,13970,52192.0,0,115
train_03518,nurs_md2u,980,1,6925,13857,51204.0,0,115
train_03518,nurs_qc,980,1,6925,14598,51381.0,0,115
train_03518,random-path,980,1,6925,15636,51952.0,0,115
train_03529,bfs,943,1,6886,12306,54245.0,0,124
train_03529,dfs,943,1,6886,12070,53837.0,0,124
train_03529,nurs_covnew,943,1,6886,13296,56997.0,0,124
train_03529,nurs_md2u,943,1,6886,10866,54869.0,0,124
train_03529,nurs_qc,943,1,6886,10497,53943.0,0,124
train_03529,random-path,943,1,6886,11297,53094.0,0,124
train_03551,bfs,1039,5,7153,78946,121093.0,0,121
train_03551,dfs,1039,5,7153,85261,127100.0,0,121
train_03551,nurs_covnew,1039,5,7153,76455,119906.0,0,121
train_03551,nurs_md2u,1039,5,7153,79564,122986.0,0,121
train_03551,nurs_qc,1039,5,7153,75775,119745.0,0,121
train_03551,random-path,1039,5,7153,73605,115406.0,0,121
train_03560,bfs,984,2,6915,27168,82949.0,0,121
train_03560,dfs,984,2,6915,25663,82754.0,0,121
train_03560,nurs_covnew,984,2,6915,26607,83649.0,0,121
train_03560,nurs_md2u,984,2,6915,27413,85725.0,0,121
train_03560,nurs_qc,984,2,6915,26417,83947.0,0,121
train_03560,random-path,984,2,6915,27021,82147.0,0,121
train_03561,bfs,948,1,6889,11264,50161.0,0,117
train_03561,dfs,948,1,6889,11503,50251.0,0,117
train_03561,nurs_covnew,948,1,6889,12583,52939.0,0,117
train_03561,nurs_md2u,948,1,6889,11812,51639.0,0,117
train_03561,nurs_qc,948,1,6889,12432,52219.0,0,117
train_03561,random-path,948,1,6889,11005,49463.0,0,117
train_03588,bfs,954,1,13294,12167,52617.0,0,117
train_03588,dfs,954,1,13294,11742,52255.0,0,117
train_03588,nurs_covnew,954,1,13294,13611,55691.0,0,117
train_03588,nurs_md2u,954,1,13294,11675,54463.0,0,117
train_03588,nurs_qc,954,1,13294,10910,54664.0,0,117
train_03588,random-path,954,1,13294,11683,52042.0,0,117
train_03591,bfs,933,1,6886,11781,46624.0,0,119
train_03591,dfs,933,1,6886,10848,45117.0,0,119
train_03591,nurs_covnew,933,1,6886,12196,47430.0,0,119
train_03591,nurs_md2u,933,1,6886,13975,49786.0,0,119
train_03591,nurs_qc,933,1,6886,14071,49401.0,0,119
train_03591,random-path,933,1,6886,11763,45986.0,0,119
train_03597,bfs,941,1,6886,11455,47570.0,0,123
train_03597,dfs,941,1,6886,11904,48079.0,0,123
train_03597,nurs_covnew,941,1,6886,11635,50092.0,0,123
train_03597,nurs_md2u,941,1,6886,12047,50282.0,0,123
train_03597,nurs_qc,941,1,6886,11592,49691.0,0,123
train_03597,random-path,941,1,6886,11425,47735.0,0,123
train_03628,bfs,993,3,6913,38926,1096673.0,0,116
train_03628,dfs,951,2,6895,21868,1057119.0,0,116
train_03628,nurs_covnew,953,2,6897,26010,1059646.0,0,116
train_03628,nurs_md2u,953,2,6897,26471,1067151.0,0,116
train_03628,nurs_qc,953,2,6897,25197,1067038.0,0,116
train_03628,random-path,953,2,6897,27267,1057168.0,0,116
train_03637,bfs,930,1,6884,3135,38831.0,0,115
train_03637,dfs,930,1,6884,3486,38221.0,0,115
train_03637,nurs_covnew,930,1,6884,3672,39186.0,0,115
train_03637,nurs_md2u,930,1,6884,2854,38825.0,0,115
train_03637,nurs_qc,930,1,6884,2992,38363.0,0,115
train_03637,random-path,930,1,6884,4013,38309.0,0,115
train_03646,bfs,992,1,6931,3206,38980.0,0,115
train_03646,dfs,992,1,6931,2936,38682.0,0,115
train_03646,nurs_covnew,992,1,6931,3726,42793.0,0,115
train_03646,nurs_md2u,992,1,6931,3148,39988.0,0,115
train_03646,nurs_qc,992,1,6931,4567,41921.0,0,115
train_03646,random-path,992,1,6931,3095,38879.0,0,115
train_03701,bfs,946,1,6889,12151,56652.0,0,128
train_03701,dfs,946,1,6889,13620,58241.0,0,128
train_03701,nurs_covnew,946,1,6889,12733,59773.0,0,128
train_03701,nurs_md2u,946,1,6889,11498,57141.0,0,128
train_03701,nurs_qc,946,1,6889,11817,59147.0,0,128
train_03701,random-path,946,1,6889,11990,56500.0,0,128
train_03765,bfs,939,1,6889,13262,80290.0,0,135
train_03765,dfs,939,1,6889,13356,81000.0,0,135
train_03765,nurs_covnew,939,1,6889,15124,82893.0,0,135
train_03765,nurs_md2u,939,1,6889,13553,81736.0,0,135
train_03765,nurs_qc,939,1,6889,15083,82810.0,0,135
train_03765,random-path,939,1,6889,14894,81630.0,0,135
train_03771,bfs,1040,5,7536,28633,69948.0,0,121
train_03771,dfs,1040,5,7536,29280,71087.0,0,121
train_03771,nurs_covnew,1040,5,7536,33662,76233.0,0,121
train_03771,nurs_md2u,1040,5,7536,28703,72004.0,0,121
train_03771,nurs_qc,1040,5,7536,29244,71824.0,0,121
train_03771,random-path,1040,5,7536,30896,71647.0,0,121
train_03776,bfs,1032,1,7032084,0,10351316.0,0,130
train_03776,dfs,1032,1,7044323,0,10351430.0,0,130
train_03776,nurs_covnew,1032,1,6749484,0,10353365.0,0,130
train_03776,nurs_md2u,1032,1,6710207,0,10353985.0,0,130
train_03776,nurs_qc,1032,1,6844837,0,10353489.0,0,130
train_03776,random-path,1032,1,7171648,0,10352362.0,0,130
train_03808,bfs,939,1,6886,12932,54782.0,0,121
train_03808,dfs,939,1,6886,14339,56803.0,0,121
train_03808,nurs_covnew,939,1,6886,12841,56312.0,0,121
train_03808,nurs_md2u,939,1,6886,14347,58264.0,0,121
train_03808,nurs_qc,939,1,6886,13089,56708.0,0,121
train_03808,random-path,939,1,6886,12001,53975.0,0,121
train_03816,bfs,945,1,6886,12062,46741.0,0,130
train_03816,dfs,945,1,6886,12102,46160.0,0,130
train_03816,nurs_covnew,945,1,6886,11486,47254.0,0,130
train_03816,nurs_md2u,945,1,6886,12206,48798.0,0,130
train_03816,nurs_qc,945,1,6886,11749,47124.0,0,130
train_03816,random-path,945,1,6886,12057,48471.0,0,130
train_03896,bfs,948,1,6886,12173,46366.0,0,122
train_03896,dfs,948,1,6886,12677,47622.0,0,122
train_03896,nurs_covnew,948,1,6886,13089,49348.0,0,122
train_03896,nurs_md2u,948,1,6886,11901,47892.0,0,122
train_03896,nurs_qc,948,1,6886,11055,46970.0,0,122
train_03896,random-path,948,1,6886,11881,46505.0,0,122
train_03946,bfs,934,1,6886,12632,48757.0,0,128
train_03946,dfs,934,1,6886,11950,48209.0,0,128
train_03946,nurs_covnew,934,1,6886,14135,50956.0,0,128
train_03946,nurs_md2u,934,1,6886,11459,48951.0,0,128
train_03946,nurs_qc,934,1,6886,12178,49446.0,0,128
train_03946,random-path,934,1,6886,12448,48782.0,0,128
train_03977,bfs,945,1,6886,12014,48921.0,0,128
train_03977,dfs,945,1,6886,13709,51220.0,0,128
train_03977,nurs_covnew,945,1,6886,12726,51778.0,0,128
train_03977,nurs_md2u,945,1,6886,11659,50738.0,0,128
train_03977,nurs_qc,945,1,6886,12014,50160.0,0,128
train_03977,random-path,945,1,6886,14170,51016.0,0,128
train_03991,bfs,986,1,7443913,0,10030165.0,0,122
train_03991,dfs,986,1,7498990,0,10027486.0,0,122
train_03991,nurs_covnew,986,1,7112680,0,10028790.0,0,122
train_03991,nurs_md2u,986,1,7285910,0,10029549.0,0,122
train_03991,nurs_qc,986,1,7495113,0,10029959.0,0,122
train_03991,random-path,986,1,7676483,0,10027340.0,0,122
train_03993,bfs,940,1,6886,13321,48587.0,0,119
train_03993,dfs,940,1,6886,15062,49723.0,0,119
train_03993,nurs_covnew,940,1,6886,12536,48769.0,0,119
train_03993,nurs_md2u,940,1,6886,13111,49324.0,0,119
train_03993,nurs_qc,940,1,6886,11385,47250.0,0,119
train_03993,random-path,940,1,6886,14503,56180.0,0,119
train_03994,bfs,936,1,6886,14542,53742.0,0,123
train_03994,dfs,936,1,6886,13481,50879.0,0,123
train_03994,nurs_covnew,936,1,6886,11624,51551.0,0,123
train_03994,nurs_md2u,936,1,6886,13009,52788.0,0,123
train_03994,nurs_qc,936,1,6886,11945,51677.0,0,123
train_03994,random-path,936,1,6886,11619,48857.0,0,123
train_04037,bfs,931,1,6886,19657,54479.0,0,115
train_04037,dfs,931,1,6886,20288,54402.0,0,115
train_04037,nurs_covnew,931,1,6886,21273,57109.0,0,115
train_04037,nurs_md2u,931,1,6886,17010,52564.0,0,115
train_04037,nurs_qc,931,1,6886,16842,52035.0,0,115
train_04037,random-path,931,1,6886,18660,52728.0,0,115
train_04078,bfs,943,1,6886,13010,47346.0,0,116
train_04078,dfs,943,1,6886,13621,47682.0,0,116
train_04078,nurs_covnew,943,1,6886,12109,47601.0,0,116
train_04078,nurs_md2u,943,1,6886,12161,48352.0,0,116
train_04078,nurs_qc,943,1,6886,11794,47622.0,0,116
train_04078,random-path,943,1,6886,10486,44369.0,0,116
train_04100,bfs,945,1,6891,13971,55365.0,0,120
train_04100,dfs,945,1,6891,16786,57301.0,0,120
train_04100,nurs_covnew,945,1,6891,18696,60531.0,0,120
train_04100,nurs_md2u,945,1,6891,14311,56544.0,0,120
train_04100,nurs_qc,945,1,6891,14370,55849.0,0,120
train_04100,random-path,945,1,6891,16169,62531.0,0,120
train_04115,bfs,1052,4,6998,13885616,15154818.0,0,119
train_04115,dfs,1033,3,6978,14180723,15344125.0,0,119
train_04115,nurs_covnew,996,3,6946,15030116,16205761.0,0,119
train_04115,nurs_md2u,996,3,6946,15152369,16356339.0,0,119
train_04115,nurs_qc,996,3,6946,15151088,16348432.0,0,119
train_04115,random-path,1016,3,6957,13766706,15090471.0,0,119
train_04124,bfs,952,2,6901,30460,64955.0,0,130
train_04124,dfs,952,2,6901,37692,72244.0,0,130
train_04124,nurs_covnew,952,2,6901,29020,65569.0,0,130
train_04124,nurs_md2u,952,2,6901,29068,64982.0,0,130
train_04124,nurs_qc,952,2,6901,28128,64364.0,0,130
train_04124,random-path,952,2,6901,29582,63988.0,0,130
train_04128,bfs,1025,5,7559,38643,76875.0,0,120
train_04128,dfs,1025,5,7559,46231,84382.0,0,120
train_04128,nurs_covnew,1025,5,7559,39289,78167.0,0,120
train_04128,nurs_md2u,1025,5,7559,36293,75940.0,0,120
train_04128,nurs_qc,1025,5,7559,37711,77708.0,0,120
train_04128,random-path,1025,5,7559,42200,80608.0,0,120
train_04164,bfs,1006,7,6985,11196312,12307942.0,0,121
train_04164,dfs,1002,4,6957,13626783,14060144.0,0,121
train_04164,nurs_covnew,1006,10,7056,13733702,15566236.0,0,121
train_04164,nurs_md2u,1006,10,7056,13673630,15528476.0,0,121
train_04164,nurs_qc,984,9,7032,10452071,11998192.0,0,121
train_04164,random-path,1006,6,6990,10682478,11499123.0,0,121
train_04207,bfs,1523,4,8127,14501489,15877934.0,0,190
train_04207,dfs,1433,5,7894,14472327,15850573.0,0,190
train_04207,nurs_covnew,1427,5,7483,16391616,17790706.0,0,190
train_04207,nurs_md2u,1427,5,7483,14540802,15922854.0,0,190
train_04207,nurs_qc,1427,5,7483,15439703,16814914.0,0,190
train_04207,random-path,1520,5,7628,16225766,17600746.0,0,190
train_04217,bfs,950,1,6886,13748,48269.0,0,115
train_04217,dfs,950,1,6886,11309,45815.0,0,115
train_04217,nurs_covnew,950,1,6886,12817,49352.0,0,115
train_04217,nurs_md2u,950,1,6886,13216,49918.0,0,115
train_04217,nurs_qc,950,1,6886,14041,50466.0,0,115
train_04217,random-path,950,1,6886,11783,46872.0,0,115
train_04221,bfs,1018,7,7234,1776612,1824608.0,0,118
train_04221,dfs,1018,7,7234,1765454,1808935.0,0,118
train_04221,nurs_covnew,1018,7,7234,1761828,1807036.0,0,118
train_04221,nurs_md2u,1018,7,7234,1770993,1818552.0,0,118
train_04221,nurs_qc,1018,7,7234,1758567,1804697.0,0,118
train_04221,random-path,1018,7,7234,1771877,1813663.0,0,118
train_04223,bfs,936,1,6886,11702,48670.0,0,118
train_04223,dfs,936,1,6886,14448,49440.0,0,118
train_04223,nurs_covnew,936,1,6886,11491,47732.0,0,118
train_04223,nurs_md2u,936,1,6886,13925,50188.0,0,118
train_04223,nurs_qc,936,1,6886,13317,50303.0,0,118
train_04223,random-path,936,1,6886,12800,47541.0,0,118
train_04251,bfs,982,1,6548775,0,12721039.0,0,128
train_04251,dfs,982,1,6588389,0,12521223.0,0,128
train_04251,nurs_covnew,982,1,6346669,0,12514662.0,0,128
train_04251,nurs_md2u,982,1,6271896,0,12516439.0,0,128
train_04251,nurs_qc,982,1,6435175,0,12516967.0,0,128
train_04251,random-path,982,1,6569518,0,12514660.0,0,128
train_04257,bfs,960,1,6898,14146,48818.0,0,132
train_04257,dfs,960,1,6898,17842,51532.0,0,132
train_04257,nurs_covnew,960,1,6898,17234,53210.0,0,132
train_04257,nurs_md2u,960,1,6898,14457,50596.0,0,132
train_04257,nurs_qc,960,1,6898,15920,51301.0,0,132
train_04257,random-path,960,1,6898,16008,50580.0,0,132
train_04281,bfs,933,1,6886,18778,255259.0,0,126
train_04281,dfs,933,1,6886,20791,257372.0,0,126
train_04281,nurs_covnew,933,1,6886,19197,257310.0,0,126
train_04281,nurs_md2u,933,1,6886,19297,256020.0,0,126
train_04281,nurs_qc,933,1,6886,16430,253019.0,0,126
train_04281,random-path,933,1,6886,19428,254793.0,0,126
train_04286,bfs,947,1,6886,9956,47297.0,0,138
train_04286,dfs,947,1,6886,11777,49255.0,0,138
train_04286,nurs_covnew,947,1,6886,14046,53914.0,0,138
train_04286,nurs_md2u,947,1,6886,11257,51056.0,0,138
train_04286,nurs_qc,947,1,6886,11851,51173.0,0,138
train_04286,random-path,947,1,6886,9835,47489.0,0,138
train_04334,bfs,1028,3,7123,1132530,1179733.0,0,118
train_04334,dfs,1028,3,7123,1128733,1187496.0,0,118
train_04334,nurs_covnew,1028,3,7123,1122757,1184303.0,0,118
train_04334,nurs_md2u,1028,3,7123,1140130,1200548.0,0,118
train_04334,nurs_qc,1028,3,7123,1134474,1193638.0,0,118
train_04334,random-path,1028,3,7123,1119860,1178761.0,0,118
train_04362,bfs,945,1,6886,15320,170088.0,0,194
train_04362,dfs,945,1,6886,17846,173283.0,0,194
train_04362,nurs_covnew,945,1,6886,15363,172165.0,0,194
train_04362,nurs_md2u,945,1,6886,16211,171871.0,0,194
train_04362,nurs_qc,945,1,6886,16654,173060.0,0,194
train_04362,random-path,945,1,6886,15468,169653.0,0,194
train_04414,bfs,935,1,6886,0,34305.0,0,126
train_04414,dfs,935,1,6886,0,34637.0,0,126
train_04414,nurs_covnew,935,1,6886,0,36616.0,0,126
train_04414,nurs_md2u,935,1,6886,0,35902.0,0,126
train_04414,nurs_qc,935,1,6886,0,42559.0,0,126
train_04414,random-path,935,1,6886,0,35165.0,0,126
train_04436,bfs,955,1,6888,13221,78723.0,0,144
train_04436,dfs,955,1,6888,13147,78291.0,0,144
train_04436,nurs_covnew,955,1,6888,13306,81601.0,0,144
train_04436,nurs_md2u,955,1,6888,13326,81287.0,0,144
train_04436,nurs_qc,955,1,6888,15574,82521.0,0,144
train_04436,random-path,955,1,6888,13035,79285.0,0,144
train_04507,bfs,934,1,6887,11313,45314.0,0,148
train_04507,dfs,934,1,6887,11338,45416.0,0,148
train_04507,nurs_covnew,934,1,6887,12240,48640.0,0,148
