program,searcher,Instructions,CoveredInstr,UncoveredInstr,FullBranch,PartialBranch,TermExit,TermEarly,TermProgramError,NumStates,MallocUsage_B,Queries,WallTime_ms,SolverTime_ms
exp77_constraint_explosion,nurs:md2u,836946,342,65,30,1,0,66306,0,66306,3061952,395114,25693085.0,8750275
exp77_constraint_explosion,default,920253,274,133,23,0,0,74183,0,74183,2826952,440494,27151973.0,8547309
exp78_tournament,dfs,987152,281,0,17,0,45315,17,0,45332,1587544,468412,10004278.0,5140103
exp78_tournament,bfs,1862492,120,161,8,1,0,140194,0,140194,3843152,964142,39822522.0,11152942
exp78_tournament,random-path,1667240,120,161,8,1,0,92144,0,92144,3036432,854630,29222202.0,8514738
exp78_tournament,nurs:qc,1318076,120,161,8,1,0,81176,0,81176,2908080,664014,27244775.0,7909201
exp78_tournament,nurs:covnew,1328655,120,161,8,1,0,81865,0,81865,2908080,669444,27135012.0,7937670
exp78_tournament,nurs:md2u,1313436,120,161,8,1,0,80880,0,80880,2908080,661704,26863928.0,7914700
exp78_tournament,default,1453875,120,161,8,1,0,78625,0,78625,2987440,745375,25984518.0,7446398
exp79_taint_propagation,dfs,131263,210,43,13,1,4382,35,0,4417,2402984,69697,10022357.0,9335725
exp79_taint_propagation,bfs,1150981,142,111,9,1,0,132874,0,132874,3817128,777632,37377096.0,11847180
exp79_taint_propagation,random-path,1679319,172,81,9,1,0,88591,0,88591,3019328,929033,28269107.0,8663799
exp79_taint_propagation,nurs:qc,1432388,191,62,9,1,0,86140,0,86140,2845816,801527,28374645.0,8418973
exp79_taint_propagation,nurs:covnew,1459362,191,62,9,1,0,87794,0,87794,2843248,817751,28512586.0,8464419
exp79_taint_propagation,nurs:md2u,1434999,191,62,9,1,0,86328,0,86328,2843248,802983,27810788.0,8395520
exp79_taint_propagation,default,1492027,191,62,9,1,0,77015,0,77015,2965736,799349,25879595.0,7449228
exp80_island_archipelago,dfs,1202223,367,28,27,2,29126,16,0,29142,1520568,506406,10004217.0,6322516
exp80_island_archipelago,bfs,1737655,156,239,12,2,0,140385,0,140385,3943568,927505,39484605.0,11182223
exp80_island_archipelago,random-path,1469221,152,243,12,0,0,92730,0,92730,3137904,761671,29391556.0,8740513
exp80_island_archipelago,nurs:qc,1255857,276,119,23,0,0,83696,0,83696,3020888,626887,28289133.0,8125650
exp80_island_archipelago,nurs:covnew,1267899,276,119,23,0,0,84467,0,84467,3020888,632778,27758017.0,8065085
exp80_island_archipelago,nurs:md2u,1269561,276,119,23,0,0,84575,0,84575,3020888,633627,28053895.0,8105590
exp80_island_archipelago,default,1304989,165,230,12,0,0,81735,0,81735,3091408,673323,26885176.0,7793131
