program,searcher,Instructions,CoveredInstr,UncoveredInstr,FullBranch,PartialBranch,TermExit,TermEarly,TermProgramError,NumStates,MallocUsage_B,Queries,WallTime_ms,SolverTime_ms
exp93_breadth_lottery,default,1321344,500,6,8,1,0,83734,0,83734,3013128,727075,26527547.0,7713165
exp94_state_flood_trap,dfs,2205,312,1,6,0,129,0,0,129,1319512,1048,70880.0,62271
exp94_state_flood_trap,bfs,2205,312,1,6,0,129,0,0,129,1319512,1048,64386.0,55923
exp94_state_flood_trap,random-path,2205,312,1,6,0,129,0,0,129,1321128,1048,60532.0,51260
exp94_state_flood_trap,nurs:qc,2205,312,1,6,0,129,0,0,129,1326672,1048,63025.0,53174
exp94_state_flood_trap,nurs:covnew,2205,312,1,6,0,129,0,0,129,1326672,1048,63837.0,53948
exp94_state_flood_trap,nurs:md2u,2205,312,1,6,0,129,0,0,129,1326672,1048,64057.0,54262
exp94_state_flood_trap,default,2205,312,1,6,0,129,0,0,129,1324216,1048,65254.0,55137
exp95_anti_heuristic,dfs,34742,436,0,22,0,1616,0,0,1616,1610072,13388,1132036.0,961498
exp95_anti_heuristic,bfs,34742,436,0,22,0,1616,0,0,1616,1610072,13388,1019582.0,879702
exp95_anti_heuristic,random-path,34742,436,0,22,0,1616,0,0,1616,1619304,13388,1080046.0,913536
exp95_anti_heuristic,nurs:qc,34742,436,0,22,0,1616,0,0,1616,1645544,13388,1167029.0,927974
exp95_anti_heuristic,nurs:covnew,34742,436,0,22,0,1616,0,0,1616,1645544,13388,1081520.0,904175
exp95_anti_heuristic,nurs:md2u,34742,436,0,22,0,1616,0,0,1616,1645544,13388,1099468.0,920309
exp95_anti_heuristic,default,34742,436,0,22,0,1616,0,0,1616,1633968,13388,1032821.0,873059
exp96_layered_breadth,dfs,605547,198,69,8,0,35582,31,0,35613,1571408,338369,10009795.0,6526915
exp96_layered_breadth,bfs,956086,155,112,8,0,0,134672,0,134672,3835560,544866,35840296.0,12461723
exp96_layered_breadth,random-path,994948,171,96,8,0,0,109147,0,109147,2962128,562517,31390367.0,9915798
exp96_layered_breadth,nurs:qc,967918,208,59,8,0,0,102397,0,102397,2874976,596790,30181554.0,9587574
exp96_layered_breadth,nurs:covnew,963475,208,59,8,0,0,101929,0,101929,2874976,593845,30079141.0,9627370
exp96_layered_breadth,nurs:md2u,964240,208,59,8,0,0,102013,0,102013,2874976,594378,30012629.0,9572937
exp96_layered_breadth,default,885609,193,74,8,0,0,95450,0,95450,2931392,503930,28460159.0,8813545
exp97_symmetric_siblings,dfs,656610,153,235,13,0,31212,34,0,31246,1762904,343974,10008577.0,5818126
exp97_symmetric_siblings,bfs,1498208,386,2,23,1,0,146935,0,146935,3824864,751128,41884362.0,12081120
exp97_symmetric_siblings,random-path,1367142,386,2,23,1,0,103023,0,103023,2920656,676254,32413136.0,9270464
exp97_symmetric_siblings,nurs:qc,1055656,386,2,23,1,0,74365,0,74365,3077808,518584,26285279.0,8104287
exp97_symmetric_siblings,nurs:covnew,1051929,386,2,23,1,0,74116,0,74116,3077808,516771,26300633.0,8112671
exp97_symmetric_siblings,nurs:md2u,1058298,386,2,23,1,0,74551,0,74551,3077808,519894,26319592.0,8115093
exp97_symmetric_siblings,default,1251508,386,2,23,1,0,90557,0,90557,2903688,615474,29651386.0,8286571
exp98_write_scatter,dfs,23046,261,0,6,0,268,10,0,278,2027136,11357,10192306.0,9927886
exp98_write_scatter,bfs,15544,261,0,6,0,8,351,0,359,2159768,8028,10367215.0,10050322
exp98_write_scatter,random-path,22553,261,0,6,0,8,389,0,397,2296688,11514,10368096.0,10118400
exp98_write_scatter,nurs:qc,22605,261,0,6,0,3,358,0,361,2271384,11594,10339655.0,9888053
exp98_write_scatter,nurs:covnew,25490,244,17,5,1,0,412,0,412,2408072,13036,10389132.0,10093130
exp98_write_scatter,nurs:md2u,25426,244,17,5,1,0,409,0,409,2400960,13005,10425625.0,10083347
exp98_write_scatter,default,21493,258,3,6,0,0,356,0,356,2220400,10958,10402686.0,9947758
exp99_cascade_breadth,dfs,444097,357,166,32,0,36947,39,0,36986,1802944,222263,10009595.0,5826456
exp99_cascade_breadth,bfs,1290611,245,278,14,0,0,159531,0,159531,3859888,650433,44321994.0,12978676
exp99_cascade_breadth,random-path,1013304,269,254,16,0,0,96043,0,96043,3044600,488711,30081071.0,9740744
exp99_cascade_breadth,nurs:qc,860578,333,190,18,0,0,80384,0,80384,3114488,425022,27241170.0,9192259
exp99_cascade_breadth,nurs:covnew,857435,333,190,18,0,0,80090,0,80090,3114488,423446,27092115.0,9178604
exp99_cascade_breadth,nurs:md2u,867100,333,190,18,0,0,81070,0,81070,3114488,428446,27293763.0,9227423
exp99_cascade_breadth,default,894003,282,241,16,0,0,82930,0,82930,3046696,430699,27559697.0,8620783
exp100_solver_quicksand,dfs,20334,161,79,8,1,321,21,0,342,1991152,10156,10177960.0,9947535
exp100_solver_quicksand,bfs,151523,233,7,7,2,0,4381,0,4381,2172584,75149,10941131.0,9947781
exp100_solver_quicksand,random-path,147342,233,7,7,2,0,3364,0,3364,2063568,73861,10735123.0,8968440
exp100_solver_quicksand,nurs:qc,169110,233,7,7,2,0,3547,0,3547,2120472,84550,10785941.0,8845437
exp100_solver_quicksand,nurs:covnew,173512,233,7,7,2,0,3592,0,3592,2154744,86580,10765605.0,8979768
exp100_solver_quicksand,nurs:md2u,189525,233,7,7,2,0,3774,0,3774,2288416,94171,10747271.0,9554229
exp100_solver_quicksand,default,142206,233,7,7,2,0,2986,0,2986,2108528,70670,10672133.0,8818528
exp101_memory_pressure_bfs,dfs,864357,491,160,32,0,39279,23,0,39302,2034656,392901,10005905.0,5421586
exp101_memory_pressure_bfs,bfs,1674093,335,316,17,0,0,128777,0,128777,3156208,772659,37054910.0,10750075
exp101_memory_pressure_bfs,random-path,1400161,356,295,18,0,0,78985,0,78985,3403680,636034,26664305.0,8047089
exp101_memory_pressure_bfs,nurs:qc,1276779,461,190,23,0,0,71335,0,71335,3281464,579509,25272661.0,7520999
exp101_memory_pressure_bfs,nurs:covnew,1287488,462,189,23,0,0,71911,0,71911,3282392,584389,25384013.0,7541378
exp101_memory_pressure_bfs,nurs:md2u,1293095,462,189,23,0,0,72174,0,72174,3282392,586912,25645149.0,7543982
exp101_memory_pressure_bfs,default,1231990,365,286,18,0,0,70188,0,70188,3356872,561715,24413988.0,7207706
exp102_bfs_pipeline,dfs,669518,412,131,29,0,36173,34,0,36207,1828888,398066,10015223.0,6174767
exp102_bfs_pipeline,bfs,1134877,297,246,19,0,3076,131094,0,134170,3942048,565398,39736065.0,11976212
exp102_bfs_pipeline,random-path,960572,310,233,20,0,3076,83331,0,86407,3107688,457577,28969626.0,9092278
exp102_bfs_pipeline,nurs:qc,774731,430,113,23,0,2688,70420,0,73108,3224712,390491,26124511.0,8550540
exp102_bfs_pipeline,nurs:covnew,777956,430,113,23,0,2692,70787,0,73479,3224712,392270,26232694.0,8518305
exp102_bfs_pipeline,nurs:md2u,767472,430,113,23,0,2683,69530,0,72213,3224712,386303,26055678.0,8524283
exp102_bfs_pipeline,default,822553,345,198,20,0,3075,69634,0,72709,3151384,391745,25886702.0,8022092
