program,searcher,Instructions,CoveredInstr,UncoveredInstr,FullBranch,PartialBranch,TermExit,TermEarly,TermProgramError,NumStates,MallocUsage_B,Queries,WallTime_ms,SolverTime_ms
exp89_hash_inversion,dfs,233478,270,2,10,1,4608,0,0,4608,1537024,105986,1966886.0,1394772
exp89_hash_inversion,bfs,233478,270,2,10,1,4608,0,0,4608,1537024,105986,1959164.0,1401227
exp89_hash_inversion,random-path,233478,270,2,10,1,4608,0,0,4608,1558816,105986,2160543.0,1468179
exp89_hash_inversion,nurs:qc,233478,270,2,10,1,4608,0,0,4608,1559176,105986,2166262.0,1434539
exp89_hash_inversion,nurs:covnew,233478,270,2,10,1,4608,0,0,4608,1559176,105986,2173509.0,1444447
exp89_hash_inversion,nurs:md2u,233478,270,2,10,1,4608,0,0,4608,1559176,105986,2184135.0,1451851
exp89_hash_inversion,default,233478,270,2,10,1,4608,0,0,4608,1554432,105986,2233702.0,1473562
exp90_allocation_pattern,dfs,2040589,404,12,18,5,1536,0,0,1536,2158536,1188868,10978797.0,9057080
exp90_allocation_pattern,bfs,2040589,404,12,18,5,1536,0,0,1536,2158536,1188868,10827815.0,9050558
exp90_allocation_pattern,random-path,2040589,404,12,18,5,1536,0,0,1536,2158968,1188868,11639526.0,9225583
exp90_allocation_pattern,nurs:qc,2040589,404,12,18,5,1536,0,0,1536,2179056,1188868,12027142.0,9299844
exp90_allocation_pattern,nurs:covnew,2040589,404,12,18,5,1536,0,0,1536,2171376,1188868,11971855.0,9264859
exp90_allocation_pattern,nurs:md2u,2040589,404,12,18,5,1536,0,0,1536,2171376,1188868,12055011.0,9304235
exp90_allocation_pattern,default,2040589,404,12,18,5,1536,0,0,1536,2164328,1188868,12323697.0,9447670
