program,searcher,Instructions,CoveredInstr,UncoveredInstr,FullBranch,PartialBranch,TermExit,TermEarly,TermProgramError,NumStates,MallocUsage_B,Queries,WallTime_ms,SolverTime_ms
exp37_starvation,nurs:qc,1508002,123,3,8,1,2,99675,0,99677,2372504,753900,33429825.0,9652734
exp37_starvation,nurs:covnew,1523240,123,3,8,1,2,100622,0,100624,2372504,761553,33598597.0,9706796
exp37_starvation,nurs:md2u,1521824,123,3,8,1,2,100521,0,100523,2372504,760801,33527334.0,9705478
exp37_starvation,default,1324660,123,3,8,1,2,96094,0,96096,2396576,651984,32412700.0,9307403
exp38_mixed_depth,dfs,1505292,137,142,12,0,44127,17,0,44144,1378552,753001,10004535.0,4877742
exp38_mixed_depth,bfs,1480010,269,10,22,1,4115,131075,0,135190,3501704,742113,41006362.0,11744413
exp38_mixed_depth,random-path,1384068,269,10,22,1,4115,91542,0,95657,2537544,682096,31971110.0,8981363
exp38_mixed_depth,nurs:qc,1335066,269,10,22,1,3943,80334,0,84277,2526512,665250,29389527.0,8171296
exp38_mixed_depth,nurs:covnew,1323959,269,10,22,1,3941,79574,0,83515,2526512,659627,29080249.0,8122959
exp38_mixed_depth,nurs:md2u,1324768,269,10,22,1,3941,79616,0,83557,2526512,659983,29162712.0,8120935
exp38_mixed_depth,default,1247505,269,10,22,1,4115,79729,0,83844,2535128,615389,28949924.0,8050472
