program,searcher,Instructions,CoveredInstr,UncoveredInstr,FullBranch,PartialBranch,TermExit,TermEarly,TermProgramError,NumStates,MallocUsage_B,Queries,WallTime_ms,SolverTime_ms
exp107_minimal_bfs_win,bfs,100029,229,0,13,0,8192,0,0,8192,1319376,50029,3315349.0,2441894
exp107_minimal_bfs_win,random-path,100029,229,0,13,0,8192,0,0,8192,1329872,50029,3516790.0,2547471
exp107_minimal_bfs_win,nurs:qc,100029,229,0,13,0,8192,0,0,8192,1325592,50029,3577100.0,2578218
exp107_minimal_bfs_win,nurs:covnew,100029,229,0,13,0,8192,0,0,8192,1325592,50029,3572872.0,2581126
exp107_minimal_bfs_win,nurs:md2u,100029,229,0,13,0,8192,0,0,8192,1325592,50029,3585497.0,2591131
exp107_minimal_bfs_win,default,100029,229,0,13,0,8192,0,0,8192,1328320,50029,3482583.0,2505441
exp108_state_machine,dfs,25615,168,0,1,0,1024,0,0,1024,1499632,16300,3819356.0,3584466
exp108_state_machine,bfs,25615,168,0,1,0,1024,0,0,1024,1499632,16300,3596783.0,3437631
exp108_state_machine,random-path,25615,168,0,1,0,1024,0,0,1024,1500064,16300,3475189.0,3326075
exp108_state_machine,nurs:qc,25615,168,0,1,0,1024,0,0,1024,1504744,16300,3957252.0,3708477
exp108_state_machine,nurs:covnew,25615,168,0,1,0,1024,0,0,1024,1504984,16300,3521439.0,3352401
exp108_state_machine,nurs:md2u,25615,168,0,1,0,1024,0,0,1024,1504984,16300,3823025.0,3595737
exp108_state_machine,default,25615,168,0,1,0,1024,0,0,1024,1506464,16300,3716836.0,3493960
exp109_index_cascade,dfs,8300,233,0,1,0,512,0,0,512,1426208,4903,1456927.0,1342992
exp109_index_cascade,bfs,8300,233,0,1,0,512,0,0,512,1426208,4903,1327798.0,1263103
exp109_index_cascade,random-path,8300,233,0,1,0,512,0,0,512,1426208,4903,1445069.0,1359978
exp109_index_cascade,nurs:qc,8300,233,0,1,0,512,0,0,512,1431576,4903,1461555.0,1375966
exp109_index_cascade,nurs:covnew,8300,233,0,1,0,512,0,0,512,1432008,4903,1294130.0,1241895
exp109_index_cascade,nurs:md2u,8300,233,0,1,0,512,0,0,512,1432008,4903,1280852.0,1233323
exp109_index_cascade,default,8300,233,0,1,0,512,0,0,512,1431568,4903,1369635.0,1292834
exp110_collision_branch,dfs,2706,318,0,12,0,41,0,0,41,1452576,1463,1503174.0,1483879
exp110_collision_branch,bfs,2706,318,0,12,0,41,0,0,41,1452576,1463,1403703.0,1393039
exp110_collision_branch,random-path,2706,318,0,12,0,41,0,0,41,1452576,1463,1448594.0,1435047
exp110_collision_branch,nurs:qc,2706,318,0,12,0,41,0,0,41,1457632,1463,1496728.0,1477955
exp110_collision_branch,nurs:covnew,2706,318,0,12,0,41,0,0,41,1457632,1463,1497302.0,1474940
exp110_collision_branch,nurs:md2u,2706,318,0,12,0,41,0,0,41,1457632,1463,1526199.0,1501964
exp110_collision_branch,default,2706,318,0,12,0,41,0,0,41,1457624,1463,1534942.0,1509323
exp111_write_read_interleave,dfs,1372,241,8,1,0,42,0,0,42,1318048,756,1094686.0,1084056
exp111_write_read_interleave,bfs,1372,241,8,1,0,42,0,0,42,1318048,756,955768.0,949604
exp111_write_read_interleave,random-path,1372,241,8,1,0,42,0,0,42,1318048,756,1099398.0,1086879
exp111_write_read_interleave,nurs:qc,1372,241,8,1,0,42,0,0,42,1322856,756,954386.0,947791
exp111_write_read_interleave,nurs:covnew,1372,241,8,1,0,42,0,0,42,1322856,756,1088346.0,1076502
exp111_write_read_interleave,nurs:md2u,1372,241,8,1,0,42,0,0,42,1322856,756,958629.0,951171
exp111_write_read_interleave,default,1372,241,8,1,0,42,0,0,42,1322848,756,986758.0,977150
exp112_double_write,dfs,976,217,0,5,0,16,0,0,16,1265344,497,312208.0,308177
exp112_double_write,bfs,976,217,0,5,0,16,0,0,16,1265344,497,314689.0,310932
exp112_double_write,random-path,976,217,0,5,0,16,0,0,16,1265344,497,323919.0,318368
exp112_double_write,nurs:qc,976,217,0,5,0,16,0,0,16,1269224,497,326027.0,319333
exp112_double_write,nurs:covnew,976,217,0,5,0,16,0,0,16,1269224,497,318330.0,313769
exp112_double_write,nurs:md2u,976,217,0,5,0,16,0,0,16,1269224,497,321117.0,314330
exp112_double_write,default,976,217,0,5,0,16,0,0,16,1269216,497,331918.0,325757
exp113_symbolic_perm,dfs,1184,242,0,1,0,16,0,0,16,1292152,729,171043.0,168199
exp113_symbolic_perm,bfs,1184,242,0,1,0,16,0,0,16,1292152,729,166412.0,163573
exp113_symbolic_perm,random-path,1184,242,0,1,0,16,0,0,16,1292152,729,166469.0,163680
exp113_symbolic_perm,nurs:qc,1184,242,0,1,0,16,0,0,16,1298296,729,170043.0,167057
exp113_symbolic_perm,nurs:covnew,1184,242,0,1,0,16,0,0,16,1298296,729,169442.0,166403
exp113_symbolic_perm,nurs:md2u,1184,242,0,1,0,16,0,0,16,1298296,729,172439.0,168765
exp113_symbolic_perm,default,1184,242,0,1,0,16,0,0,16,1298288,729,173177.0,168247
