program,searcher,Instructions,CoveredInstr,UncoveredInstr,FullBranch,PartialBranch,TermExit,TermEarly,TermProgramError,NumStates,MallocUsage_B,Queries,WallTime_ms,SolverTime_ms
exp65_back_edges,dfs,7945,119,0,5,0,177,0,0,177,1129792,4208,39506.0,24948
exp65_back_edges,bfs,7945,119,0,5,0,177,0,0,177,1129792,4208,34442.0,19532
exp65_back_edges,random-path,7945,119,0,5,0,177,0,0,177,1129792,4208,35522.0,20114
exp65_back_edges,nurs:qc,7945,119,0,5,0,177,0,0,177,1132080,4208,37967.0,21508
exp65_back_edges,nurs:covnew,7945,119,0,5,0,177,0,0,177,1132080,4208,36109.0,19652
exp65_back_edges,nurs:md2u,7945,119,0,5,0,177,0,0,177,1132080,4208,39351.0,22370
exp65_back_edges,default,7945,119,0,5,0,177,0,0,177,1132072,4208,38332.0,20896
exp66_constraint_entangle,dfs,710,168,0,9,0,40,0,0,40,1220984,363,316676.0,310337
exp66_constraint_entangle,bfs,710,168,0,9,0,40,0,0,40,1220984,363,325246.0,318942
exp66_constraint_entangle,random-path,710,168,0,9,0,40,0,0,40,1221048,363,338266.0,331640
exp66_constraint_entangle,nurs:qc,710,168,0,9,0,40,0,0,40,1224320,363,318584.0,312085
exp66_constraint_entangle,nurs:covnew,710,168,0,9,0,40,0,0,40,1224320,363,322526.0,316054
exp66_constraint_entangle,nurs:md2u,710,168,0,9,0,40,0,0,40,1224320,363,318024.0,311572
exp66_constraint_entangle,default,710,168,0,9,0,40,0,0,40,1224312,363,352477.0,342409
exp67_conditional_loop,dfs,60088,108,1,3,1,1022,0,0,1022,1422048,26590,951565.0,770315
exp67_conditional_loop,bfs,60088,108,1,3,1,1022,0,0,1022,1422048,26590,915306.0,780648
exp67_conditional_loop,random-path,60088,108,1,3,1,1022,0,0,1022,1425120,26590,972285.0,819302
exp67_conditional_loop,nurs:qc,60088,108,1,3,1,1022,0,0,1022,1425904,26590,968270.0,796913
exp67_conditional_loop,nurs:covnew,60088,108,1,3,1,1022,0,0,1022,1425904,26590,994616.0,823886
exp67_conditional_loop,nurs:md2u,60088,108,1,3,1,1022,0,0,1022,1425904,26590,973832.0,803756
exp67_conditional_loop,default,60088,108,1,3,1,1022,0,0,1022,1427528,26590,993392.0,825435
exp68_fork_bomb_decoy,dfs,1142446,188,1,13,0,38040,26,1,38067,1651056,571301,10006710.0,5397663
exp68_fork_bomb_decoy,bfs,2121205,185,4,12,1,3,128904,1,128908,2777920,1027964,37643720.0,10847186
exp68_fork_bomb_decoy,random-path,1620919,185,4,12,1,3,74919,1,74923,3030096,765877,25977474.0,7555803
exp68_fork_bomb_decoy,nurs:qc,1217430,185,4,12,1,3,63339,1,63343,2423696,563858,23929545.0,7048676
exp68_fork_bomb_decoy,nurs:covnew,1214028,185,4,12,1,3,63162,1,63166,2423696,562260,23907057.0,7044897
exp68_fork_bomb_decoy,nurs:md2u,1225659,185,4,12,1,3,63794,1,63798,2424520,567775,23919049.0,7075515
exp68_fork_bomb_decoy,default,1345373,185,4,12,1,3,67000,1,67004,2960840,632023,23943088.0,6804132
exp69_delayed_reward,dfs,703,120,4,2,1,16,0,0,16,1146656,343,47510.0,44323
exp69_delayed_reward,bfs,703,120,4,2,1,16,0,0,16,1146656,343,38701.0,35517
exp69_delayed_reward,random-path,703,120,4,2,1,16,0,0,16,1146656,343,40651.0,37479
exp69_delayed_reward,nurs:qc,703,120,4,2,1,16,0,0,16,1149696,343,43448.0,40028
exp69_delayed_reward,nurs:covnew,703,120,4,2,1,16,0,0,16,1149696,343,43703.0,40205
exp69_delayed_reward,nurs:md2u,703,120,4,2,1,16,0,0,16,1149696,343,44731.0,41254
exp69_delayed_reward,default,703,120,4,2,1,16,0,0,16,1149688,343,46567.0,43101
exp70_multi_objective,dfs,1035375,292,92,23,0,30420,33,0,30453,1790000,517752,10009867.0,5601841
exp70_multi_objective,bfs,2176413,147,237,10,0,0,125656,0,125656,2884904,1055568,37019784.0,10583715
exp70_multi_objective,random-path,1525982,170,214,12,0,0,69171,0,69171,3142960,709721,24393604.0,7259112
exp70_multi_objective,nurs:qc,1089478,360,24,25,1,6644,54909,0,61553,2496464,531023,22029564.0,6847375
exp70_multi_objective,nurs:covnew,1093259,360,24,25,1,6700,55073,0,61773,2497560,532942,22021480.0,6822249
exp70_multi_objective,nurs:md2u,1055340,360,24,25,1,6223,53287,0,59510,2495368,513672,21572860.0,6775885
exp70_multi_objective,default,1246742,198,186,14,1,18,62652,0,62670,2570576,579601,23057817.0,6664183
